checkpoint_2000===> mIoU: 34.64
checkpoint_4000===> mIoU: 38.09
checkpoint_6000===> mIoU: 38.48
checkpoint_8000===> mIoU: 38.67
checkpoint_10000===> mIoU: 39.35
