step_4000		===> mIoU: 33.65
step_8000		===> mIoU: 36.52
step_12000		===> mIoU: 38.67
step_16000		===> mIoU: 38.15
step_20000		===> mIoU: 39.4
step_24000		===> mIoU: 40.36
step_28000		===> mIoU: 40.27
step_32000		===> mIoU: 39.88
step_36000		===> mIoU: 40.11
step_40000		===> mIoU: 40.86
step_44000		===> mIoU: 39.84
step_48000      ===> mIoU: 40.61
